vizitNumber,stageNumber,stageName,questionId,questionTitle,answerId,answers,answerType,timestamp
1,3,Социально-демографические данные пациента,1,Соответствие критериям включения,1,Нет,InputRadio,
1,3,Социально-демографические данные пациента,2,Наличие критериев не включения,0,Да,InputRadio,
1,3,Социально-демографические данные пациента,2,Наличие критериев не включения,1,Нет,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",0,Как часто Вы ощущали изжогу?,0,0 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",0,Как часто Вы ощущали изжогу?,1,1 день,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",0,Как часто Вы ощущали изжогу?,2,2-3 дня,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",0,Как часто Вы ощущали изжогу?,3,4-7 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",1,"Как часто Вы ощущали, что содержимое желудка (жидкость, либо пища), снова попадает в глотку или полость рта (отрыжка)?",0,0 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",1,"Как часто Вы ощущали, что содержимое желудка (жидкость, либо пища), снова попадает в глотку или полость рта (отрыжка)?",1,1 день,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",1,"Как часто Вы ощущали, что содержимое желудка (жидкость, либо пища), снова попадает в глотку или полость рта (отрыжка)?",2,2-3 дня,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",1,"Как часто Вы ощущали, что содержимое желудка (жидкость, либо пища), снова попадает в глотку или полость рта (отрыжка)?",3,4-7 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",2,Как часто Вы ощущали боль в центре верхней части живота?,0,0 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",2,Как часто Вы ощущали боль в центре верхней части живота?,1,1 день,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",2,Как часто Вы ощущали боль в центре верхней части живота?,2,2-3 дня,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",2,Как часто Вы ощущали боль в центре верхней части живота?,3,4-7 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",3,Как часто Вы ощущали тошноту?,0,0 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",3,Как часто Вы ощущали тошноту?,1,1 день,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",3,Как часто Вы ощущали тошноту?,2,2-3 дня,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",3,Как часто Вы ощущали тошноту?,3,4-7 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",4,Как часто изжога и/или отрыжка мешали Вам выспаться ночью?,0,0 дней,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",4,Как часто изжога и/или отрыжка мешали Вам выспаться ночью?,1,1 день,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",4,Как часто изжога и/или отрыжка мешали Вам выспаться ночью?,2,2-3 дня,InputRadio,
1,4,"Опросник GERDQ
Опросник для пациентов с симптомами со стороны желудочно-кишечного тракта. Подумайте о вашем самочувствии за последнюю НЕДЕЛЮ... 
Пожалуйста, ответьте на нижеперечисленные вопросы. Эти ответы помогут Вашему врачу выбрать оптимальный вариант лечения, который быстро и эффективно вернет Вас к здоровой жизни",4,Как часто изжога и/или отрыжка мешали Вам выспаться ночью?,3,4-7 дней,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,2,2,InputRadio,
